move_id,event_id,move_type,cargo_type,yard_slot
M2283,E5,TSS,TRX,18
M2284,E5,DSC,TRX,24
M2285,E5,DSC,TRI,3
M2286,E5,TSM,TRI,21
M2287,E5,LDS,EXP,12
M2288,E5,RHL,TRI,1
M2289,E5,LDS,TRI,42
M2290,E5,LDS,TRX,36
M2291,E5,LDS,EXP,5
M2292,E5,LDS,TRI,30
M2293,E5,RHL,IMP,2
M2294,E5,RHL,EXP,24
M2295,E5,TSS,TRI,27
M2296,E5,DSC,EXP,14
M2297,E5,LDS,IMP,32
M2298,E5,DSC,IMP,36
M2299,E5,LDS,TRX,36
M2300,E5,TSM,EXP,9
M2301,E5,DSC,EXP,30
M2302,E5,TSS,EXP,16
M2303,E5,LDS,TRX,18
M2304,E5,DSC,TRI,18
M2305,E5,LDS,EXP,5
M2306,E5,RHL,IMP,29
M2307,E5,DSC,IMP,9
M2308,E5,LDS,IMP,25
M2309,E5,RHL,IMP,18
M2310,E5,DSC,TRX,22
M2311,E5,LDS,TRI,5
M2312,E5,TSM,EXP,18
M2313,E5,TSS,EXP,27
M2314,E5,TSS,TRX,9
M2315,E5,TSS,IMP,42
M2316,E5,LDS,TRI,13
M2317,E5,RHL,TRX,32
M2318,E5,DSC,TRX,28
M2319,E5,DSC,TRI,29
M2320,E5,DSC,EXP,37
M2321,E5,LDS,IMP,32
M2322,E5,DSC,EXP,23
M2323,E5,DSC,TRI,34
M2324,E5,LDS,IMP,25
M2325,E5,DSC,IMP,31
M2326,E5,LDS,IMP,39
M2327,E5,TSS,TRX,20
M2328,E5,DSC,IMP,9
M2329,E5,LDS,IMP,7
M2330,E5,TSM,EXP,23
M2331,E5,TSS,IMP,29
M2332,E5,DSC,TRX,9
M2333,E5,TSM,TRI,11
M2334,E5,LDS,TRX,11
M2335,E5,TSS,TRX,6
M2336,E5,LDS,TRI,16
M2337,E5,LDS,TRX,1
M2338,E5,LDS,TRX,22
M2339,E5,TSS,EXP,33
M2340,E5,TSM,IMP,13
M2341,E5,DSC,TRI,14
M2342,E5,DSC,TRI,23
M2343,E5,DSC,TRI,37
M2344,E5,DSC,IMP,20
M2345,E5,TSM,TRX,19
M2346,E5,TSS,TRI,36
M2347,E5,DSC,TRX,4
M2348,E5,LDS,IMP,33
M2349,E5,TSM,IMP,5
M2350,E5,LDS,TRI,5
M2351,E5,DSC,TRI,39
M2352,E5,LDS,TRX,15
M2353,E5,LDS,TRI,16
M2354,E5,LDS,TRX,38
M2355,E5,TSM,TRI,42
M2356,E5,DSC,TRI,36
M2357,E5,DSC,TRI,13
M2358,E5,LDS,IMP,6
M2359,E5,DSC,IMP,16
M2360,E5,DSC,EXP,31
M2361,E5,DSC,EXP,42
M2362,E5,RHL,TRI,8
M2363,E5,DSC,IMP,8
M2364,E5,RHL,EXP,21
M2365,E5,DSC,EXP,23
M2366,E5,TSS,IMP,33
M2367,E5,DSC,TRX,7
M2368,E5,LDS,IMP,30
M2369,E5,DSC,TRI,31
M2370,E5,LDS,EXP,18
M2371,E5,DSC,TRX,20
M2372,E5,LDS,TRX,31
M2373,E5,TSM,IMP,36
M2374,E5,DSC,TRX,20
M2375,E5,LDS,IMP,31
M2376,E5,DSC,TRI,22
M2377,E5,DSC,TRX,25
M2378,E5,LDS,TRI,37
M2379,E5,TSM,EXP,25
M2380,E5,LDS,TRI,28
M2381,E5,TSM,TRI,14
M2382,E5,TSM,TRX,5
M2383,E5,DSC,TRX,34
M2384,E5,TSM,IMP,38
M2385,E5,TSM,TRX,30
M2386,E5,TSS,IMP,29
M2387,E5,LDS,EXP,3
M2388,E5,DSC,EXP,1
M2389,E5,LDS,TRX,22
M2390,E5,LDS,TRX,35
M2391,E5,TSS,EXP,35
M2392,E5,TSS,EXP,3
M2393,E5,LDS,TRI,5
M2394,E5,LDS,IMP,28
M2395,E5,LDS,TRI,31
M2396,E5,RHL,EXP,39
M2397,E5,DSC,EXP,30
M2398,E5,LDS,TRX,20
M2399,E5,LDS,IMP,33
M2400,E5,LDS,EXP,1
M2401,E5,DSC,IMP,11
M2402,E5,LDS,IMP,31
M2403,E5,LDS,EXP,29
M2404,E5,DSC,TRX,24
M2405,E5,RHL,TRX,17
M2406,E5,LDS,IMP,10
M2407,E5,DSC,IMP,20
M2408,E5,DSC,EXP,32
M2409,E5,TSM,IMP,26
M2410,E5,LDS,EXP,11
M2411,E5,TSS,IMP,7
M2412,E5,TSM,TRX,15
M2413,E5,DSC,TRX,20
M2414,E5,LDS,TRX,23
M2415,E5,DSC,TRI,31
M2416,E5,DSC,EXP,42
M2417,E5,LDS,TRX,4
M2418,E5,DSC,EXP,36
M2419,E5,DSC,EXP,11
M2420,E5,DSC,IMP,12
M2421,E5,LDS,TRX,37
M2422,E5,DSC,TRX,34
M2423,E5,DSC,TRI,18
M2424,E5,LDS,IMP,8
M2425,E5,DSC,IMP,3
M2426,E5,DSC,EXP,25
M2427,E5,RHL,TRI,5
M2428,E5,DSC,EXP,7
M2429,E5,RHL,IMP,14
M2430,E5,LDS,IMP,17
M2431,E5,LDS,TRI,16
M2432,E5,TSM,EXP,19
M2433,E5,DSC,TRI,4
M2434,E5,DSC,TRI,32
M2435,E5,LDS,EXP,11
M2436,E5,DSC,EXP,2
M2437,E5,TSS,IMP,19
M2438,E5,LDS,TRI,36
M2439,E5,LDS,TRI,36
M2440,E5,DSC,EXP,36
M2441,E5,TSM,IMP,4
M2442,E5,RHL,TRX,27
M2443,E5,LDS,TRX,28
M2444,E5,DSC,TRX,16
M2445,E5,LDS,IMP,14
M2446,E5,LDS,TRX,17
M2447,E5,DSC,IMP,15
M2448,E5,TSS,TRI,24
M2449,E5,DSC,IMP,35
M2450,E5,RHL,IMP,20
M2451,E5,RHL,TRI,11
M2452,E5,LDS,TRI,5
M2453,E5,DSC,IMP,4
M2454,E5,DSC,EXP,5
M2455,E5,TSS,IMP,11
M2456,E5,TSS,EXP,23
M2457,E5,LDS,IMP,26
M2458,E5,LDS,IMP,23
M2459,E5,LDS,TRX,12
M2460,E5,DSC,EXP,15
M2461,E5,LDS,TRI,27
M2462,E5,LDS,TRX,42
M2463,E5,LDS,TRI,40
M2464,E5,LDS,IMP,5
M2465,E5,DSC,IMP,33
M2466,E5,LDS,TRX,40
M2467,E5,RHL,TRI,38
M2468,E5,DSC,EXP,37
M2469,E5,DSC,IMP,25
M2470,E5,LDS,TRI,30
M2471,E5,TSS,EXP,1
M2472,E5,LDS,EXP,38
M2473,E5,DSC,IMP,41
M2474,E5,TSS,TRX,6
M2475,E5,DSC,EXP,29
M2476,E5,TSM,TRI,41
M2477,E5,LDS,TRX,39
M2478,E5,RHL,TRX,7
M2479,E5,LDS,EXP,8
M2480,E5,RHL,IMP,33
M2481,E5,RHL,EXP,13
M2482,E5,LDS,EXP,30
M2483,E5,DSC,TRI,25
M2484,E5,DSC,TRI,33
M2485,E5,LDS,TRX,29
M2486,E5,LDS,TRX,34
M2487,E5,LDS,IMP,23
M2488,E5,DSC,IMP,25
M2489,E5,LDS,TRI,6
M2490,E5,LDS,TRI,12
M2491,E5,LDS,TRX,25
M2492,E5,DSC,TRI,39
M2493,E5,TSM,TRX,35
M2494,E5,TSM,TRX,36
M2495,E5,LDS,TRI,16
M2496,E5,DSC,IMP,40
M2497,E5,LDS,TRX,20
M2498,E5,LDS,IMP,19
M2499,E5,DSC,TRX,4
M2500,E5,LDS,TRX,33
M2501,E5,TSS,EXP,28
M2502,E5,TSM,IMP,13
M2503,E5,LDS,TRI,35
M2504,E5,DSC,EXP,37
M2505,E5,TSM,TRX,23
M2506,E5,TSM,TRI,3
M2507,E5,LDS,EXP,14
M2508,E5,DSC,EXP,14
M2509,E5,DSC,TRX,1
M2510,E5,TSM,TRI,30
M2511,E5,DSC,IMP,27
M2512,E5,DSC,EXP,17
M2513,E5,DSC,IMP,26
M2514,E5,TSS,EXP,8
M2515,E5,DSC,TRI,20
M2516,E5,TSM,TRX,38
M2517,E5,LDS,TRX,6
M2518,E5,DSC,IMP,11
M2519,E5,RHL,TRI,37
M2520,E5,TSS,EXP,35
M2521,E5,LDS,TRX,2
M2522,E5,DSC,IMP,27
M2523,E5,LDS,EXP,17
M2524,E5,LDS,EXP,27
M2525,E5,DSC,TRI,30
M2526,E5,DSC,TRI,21
M2527,E5,LDS,IMP,24
M2528,E5,LDS,TRI,18
M2529,E5,LDS,TRI,33
M2530,E5,DSC,TRX,26
M2531,E5,TSS,EXP,2
M2532,E5,DSC,TRX,20
M2533,E5,LDS,EXP,40
M2534,E5,LDS,TRI,1
M2535,E5,LDS,EXP,30
M2536,E5,DSC,IMP,40
M2537,E5,LDS,EXP,36
M2538,E5,LDS,TRI,19
M2539,E5,LDS,TRI,38
M2540,E5,TSM,TRI,16
M2541,E5,DSC,TRI,28
M2542,E5,LDS,TRI,20
M2543,E5,LDS,EXP,4
M2544,E5,DSC,TRI,7
M2545,E5,TSS,TRI,40
M2546,E5,RHL,EXP,1
M2547,E5,LDS,IMP,2
M2548,E5,DSC,TRX,32
M2549,E5,DSC,IMP,40
M2550,E5,TSS,EXP,39
M2551,E5,TSM,TRI,2
M2552,E5,DSC,TRX,2
M2553,E5,DSC,TRX,28
M2554,E5,TSM,TRI,9
M2555,E5,LDS,TRI,20
M2556,E5,LDS,TRX,41
M2557,E5,LDS,IMP,41
M2558,E5,DSC,EXP,28
M2559,E5,LDS,TRI,15
M2560,E5,LDS,EXP,33
M2561,E5,DSC,TRX,15
M2562,E5,LDS,TRX,19
M2563,E5,TSM,TRI,25
M2564,E5,TSM,TRX,30
M2565,E5,RHL,TRX,6
M2566,E5,DSC,TRX,16
M2567,E5,DSC,IMP,23
M2568,E5,DSC,TRI,24
M2569,E5,TSS,EXP,7
M2570,E5,RHL,TRI,3
M2571,E5,LDS,TRX,38
M2572,E5,RHL,TRI,38
M2573,E5,TSS,TRX,23
M2574,E5,DSC,TRX,41
M2575,E5,DSC,IMP,10
M2576,E5,DSC,TRX,27
M2577,E5,LDS,TRX,6
M2578,E5,LDS,EXP,15
M2579,E5,LDS,EXP,32
M2580,E5,LDS,IMP,8
M2581,E5,DSC,TRI,18
M2582,E5,LDS,EXP,37
M2583,E5,LDS,IMP,39
M2584,E5,RHL,EXP,36
M2585,E5,DSC,IMP,22
M2586,E5,LDS,TRI,42
M2587,E5,LDS,IMP,6
M2588,E5,DSC,IMP,34
M2589,E5,LDS,EXP,14
M2590,E5,LDS,EXP,15
M2591,E5,LDS,IMP,19
M2592,E5,DSC,TRI,7
M2593,E5,DSC,TRX,40
M2594,E5,DSC,TRX,24
M2595,E5,LDS,TRI,12
M2596,E5,RHL,TRX,32
M2597,E5,DSC,IMP,38
M2598,E5,DSC,IMP,10
M2599,E5,LDS,TRI,19
M2600,E5,LDS,EXP,3
M2601,E5,TSS,TRI,14
M2602,E5,TSM,EXP,33
M2603,E5,DSC,IMP,35
M2604,E5,LDS,TRI,11
M2605,E5,LDS,EXP,17
M2606,E5,TSS,TRI,31
M2607,E5,DSC,EXP,18
M2608,E5,TSS,TRX,22
M2609,E5,DSC,IMP,27
M2610,E5,LDS,IMP,25
M2611,E5,RHL,IMP,33
M2612,E5,DSC,TRI,33
M2613,E5,TSS,IMP,22
M2614,E5,TSS,TRX,13
M2615,E5,RHL,IMP,1
M2616,E5,DSC,EXP,29
M2617,E5,LDS,IMP,9
M2618,E5,DSC,TRI,22
M2619,E5,DSC,IMP,5
M2620,E5,LDS,EXP,9
M2621,E5,DSC,TRX,28
M2622,E5,DSC,EXP,4
M2623,E5,DSC,TRX,39
M2624,E5,LDS,EXP,9
M2625,E5,DSC,TRI,11
M2626,E5,DSC,TRX,6
M2627,E5,DSC,EXP,42
M2628,E5,LDS,TRI,27
M2629,E5,LDS,EXP,13
M2630,E5,RHL,TRX,41
M2631,E5,LDS,IMP,10
M2632,E5,DSC,TRX,27
M2633,E5,LDS,IMP,17
M2634,E5,DSC,IMP,14
M2635,E5,LDS,TRI,20
M2636,E5,RHL,EXP,23
M2637,E5,DSC,TRX,16
M2638,E5,TSS,EXP,1
M2639,E5,DSC,EXP,25
M2640,E5,TSS,IMP,36
M2641,E5,LDS,EXP,22
M2642,E5,DSC,EXP,35
M2643,E5,TSS,EXP,1
M2644,E5,TSS,EXP,3
M2645,E5,RHL,IMP,33
M2646,E5,DSC,IMP,4
M2647,E5,RHL,EXP,3
M2648,E5,RHL,EXP,22
M2649,E5,DSC,EXP,14
M2650,E5,DSC,EXP,1
M2651,E5,TSM,TRI,33
M2652,E5,TSM,TRI,12
M2653,E5,TSS,EXP,36
M2654,E5,LDS,IMP,10
M2655,E5,DSC,TRI,9
M2656,E5,DSC,TRI,31
M2657,E5,TSS,TRX,27
M2658,E5,DSC,TRI,40
M2659,E5,LDS,TRI,33
M2660,E5,RHL,TRX,7
M2661,E5,RHL,TRI,14
M2662,E5,DSC,TRX,37
M2663,E5,LDS,EXP,21
M2664,E5,DSC,TRI,11
M2665,E5,DSC,TRI,36
M2666,E5,LDS,TRX,31
M2667,E5,LDS,TRI,23
M2668,E5,DSC,EXP,9
M2669,E5,DSC,TRI,14
M2670,E5,DSC,EXP,29
M2671,E5,DSC,TRI,38
M2672,E5,DSC,EXP,3
M2673,E5,DSC,EXP,22
M2674,E5,DSC,TRX,22
M2675,E5,LDS,EXP,7
M2676,E5,DSC,TRI,10
M2677,E5,LDS,IMP,40
M2678,E5,DSC,TRI,37
M2679,E5,DSC,IMP,31
M2680,E5,LDS,TRI,6
M2681,E5,TSM,TRI,24
M2682,E5,LDS,TRI,12
M2683,E5,TSM,TRI,33
M2684,E5,TSS,IMP,38
M2685,E5,DSC,TRX,14
M2686,E5,DSC,TRX,20
M2687,E5,LDS,EXP,22
M2688,E5,DSC,IMP,25
M2689,E5,TSM,IMP,2
M2690,E5,DSC,TRI,28
M2691,E5,LDS,TRX,14
M2692,E5,DSC,IMP,11
M2693,E5,DSC,TRX,19
M2694,E5,DSC,TRX,9
M2695,E5,LDS,TRI,10
M2696,E5,LDS,TRX,42
M2697,E5,LDS,EXP,22
M2698,E5,LDS,EXP,8
M2699,E5,LDS,EXP,14
M2700,E5,DSC,EXP,1
M2701,E5,TSM,TRX,42
M2702,E5,DSC,TRI,37
M2703,E5,LDS,EXP,9
M2704,E5,LDS,TRX,34
M2705,E5,RHL,TRI,3
M2706,E5,LDS,TRX,13
M2707,E5,RHL,EXP,21
M2708,E5,LDS,IMP,1
M2709,E5,TSS,TRX,20
M2710,E5,DSC,TRI,22
M2711,E5,DSC,EXP,31
M2712,E5,TSS,TRI,12
M2713,E5,DSC,EXP,7
M2714,E5,RHL,EXP,22
M2715,E5,DSC,TRX,12
M2716,E5,DSC,EXP,5
M2717,E5,RHL,IMP,28
M2718,E5,RHL,IMP,32
M2719,E5,LDS,EXP,28
M2720,E5,TSM,TRX,6
M2721,E5,RHL,EXP,2
M2722,E5,TSS,IMP,35
M2723,E5,RHL,EXP,28
M2724,E5,TSM,TRI,42
M2725,E5,TSM,TRX,39
M2726,E5,TSM,TRX,15
M2727,E5,LDS,TRX,4
M2728,E5,DSC,TRX,36
M2729,E5,LDS,IMP,6
M2730,E5,LDS,EXP,18
M2731,E5,LDS,IMP,15
M2732,E5,TSM,IMP,25
M2733,E5,LDS,TRI,29
M2734,E5,LDS,EXP,22
M2735,E5,DSC,TRX,38
M2736,E5,DSC,IMP,39
M2737,E5,DSC,EXP,35
M2738,E5,RHL,TRX,24
M2739,E5,DSC,IMP,28
M2740,E5,DSC,IMP,27
M2741,E5,LDS,TRI,14
M2742,E5,LDS,TRI,34
M2743,E5,TSM,TRX,22
M2744,E5,TSM,IMP,28
M2745,E5,LDS,EXP,37
M2746,E5,TSM,IMP,4
M2747,E5,RHL,TRI,41
M2748,E5,LDS,EXP,4
M2749,E5,TSM,EXP,35
M2750,E5,LDS,IMP,16
M2751,E5,LDS,IMP,9
M2752,E5,DSC,EXP,34
M2753,E5,DSC,TRI,8
M2754,E5,DSC,TRX,10
M2755,E5,DSC,TRX,1
M2756,E5,LDS,TRX,40
M2757,E5,LDS,EXP,18
M2758,E5,DSC,EXP,29
M2759,E5,LDS,EXP,1
M2760,E5,DSC,IMP,29
M2761,E5,LDS,TRX,33
M2762,E5,LDS,TRI,18
M2763,E5,LDS,IMP,14
M2764,E5,DSC,IMP,25
M2765,E5,LDS,TRI,9
M2766,E5,DSC,EXP,23
M2767,E5,LDS,IMP,40
M2768,E5,TSM,EXP,3
M2769,E5,TSM,IMP,37
M2770,E5,TSM,TRI,14
M2771,E5,LDS,TRX,24
M2772,E5,TSS,TRI,12
M2773,E5,TSM,TRI,28
M2774,E5,LDS,TRI,38
M2775,E5,TSM,IMP,37
M2776,E5,TSM,IMP,24
M2777,E5,DSC,IMP,11
M2778,E5,DSC,TRI,10
M2779,E5,DSC,IMP,14
M2780,E5,DSC,IMP,21
M2781,E5,DSC,TRX,24
M2782,E5,LDS,EXP,5
M2783,E5,LDS,TRX,41
M2784,E5,RHL,EXP,2
M2785,E5,DSC,TRX,38
M2786,E5,LDS,TRX,40
M2787,E5,RHL,TRX,2
M2788,E5,LDS,TRI,4
M2789,E5,DSC,TRX,22
M2790,E5,LDS,TRX,14
M2791,E5,DSC,IMP,19
M2792,E5,LDS,TRX,20
M2793,E5,LDS,TRI,40
M2794,E5,TSM,IMP,3
M2795,E5,TSS,IMP,10
M2796,E5,LDS,EXP,14
M2797,E5,LDS,EXP,13
M2798,E5,RHL,EXP,11
M2799,E5,TSS,IMP,30
M2800,E5,LDS,TRX,36
M2801,E5,DSC,TRI,15
M2802,E5,LDS,IMP,25
M2803,E5,TSS,TRI,41
M2804,E5,DSC,TRX,19
M2805,E5,DSC,EXP,19
M2806,E5,DSC,TRX,20
M2807,E5,LDS,IMP,2
M2808,E5,DSC,IMP,24
M2809,E5,LDS,EXP,27
M2810,E5,DSC,IMP,42
M2811,E5,LDS,EXP,31
M2812,E5,TSM,TRX,40
M2813,E5,RHL,IMP,31
M2814,E5,LDS,IMP,1
M2815,E5,LDS,TRX,40
M2816,E5,LDS,TRX,18
M2817,E5,DSC,EXP,23
M2818,E5,RHL,TRI,13
M2819,E5,DSC,EXP,8
M2820,E5,LDS,EXP,23
M2821,E5,TSM,TRI,7
M2822,E5,LDS,EXP,6
M2823,E5,LDS,IMP,30
M2824,E5,TSS,TRI,23
M2825,E5,LDS,IMP,4
M2826,E5,LDS,TRX,18
M2827,E5,DSC,TRI,32
M2828,E5,DSC,EXP,16
M2829,E5,RHL,TRI,32
M2830,E5,DSC,TRX,17
M2831,E5,TSM,TRI,7
M2832,E5,LDS,TRX,30
M2833,E5,DSC,TRI,28
M2834,E5,DSC,TRX,37
M2835,E5,LDS,IMP,14
M2836,E5,DSC,EXP,10
M2837,E5,LDS,TRI,25
M2838,E5,DSC,IMP,13
M2839,E5,LDS,EXP,27
M2840,E5,RHL,TRI,27
M2841,E5,LDS,IMP,11
M2842,E5,LDS,IMP,24
M2843,E5,LDS,TRX,9
M2844,E5,DSC,IMP,42
M2845,E5,LDS,EXP,13
M2846,E5,LDS,TRX,29
M2847,E5,DSC,TRX,32
M2848,E5,LDS,IMP,28
M2849,E5,TSM,EXP,26
M2850,E5,LDS,TRI,29
M2851,E5,DSC,TRX,8
M2852,E5,DSC,TRI,30
M2853,E5,DSC,IMP,26
M2854,E5,TSS,TRI,15
M2855,E5,DSC,IMP,29
M2856,E5,LDS,TRI,26
M2857,E5,RHL,TRX,39
M2858,E5,LDS,TRI,39
M2859,E5,RHL,TRX,18
M2860,E5,TSS,IMP,10
M2861,E5,LDS,EXP,10
M2862,E5,RHL,IMP,41
M2863,E5,LDS,TRI,33
M2864,E5,DSC,TRX,41
M2865,E5,LDS,IMP,34
M2866,E5,TSS,TRX,39
M2867,E5,DSC,TRX,1
M2868,E5,TSS,TRI,42
M2869,E5,RHL,TRX,30
M2870,E5,LDS,IMP,8
M2871,E5,DSC,TRX,13
M2872,E5,DSC,TRX,17
M2873,E5,DSC,EXP,38
M2874,E5,LDS,TRI,9
M2875,E5,RHL,TRI,15
M2876,E5,DSC,IMP,21
M2877,E5,LDS,EXP,1
M2878,E5,TSM,TRX,22
M2879,E5,LDS,IMP,23
M2880,E5,TSM,EXP,28
M2881,E5,TSS,EXP,6
M2882,E5,LDS,TRI,39
M2883,E5,LDS,TRI,28
M2884,E5,TSM,TRI,1
M2885,E5,LDS,TRI,28
M2886,E5,LDS,TRX,25
M2887,E5,LDS,EXP,4
M2888,E5,LDS,TRI,40
M2889,E5,DSC,TRI,8
M2890,E5,TSM,TRX,20
M2891,E5,DSC,TRX,22
M2892,E5,DSC,TRI,40
M2893,E5,LDS,EXP,18
M2894,E5,DSC,IMP,37
M2895,E5,DSC,IMP,17
M2896,E5,TSS,TRX,37
M2897,E5,LDS,EXP,8
M2898,E5,LDS,IMP,11
M2899,E5,LDS,IMP,26
M2900,E5,RHL,TRI,10
M2901,E5,RHL,EXP,23
M2902,E5,LDS,IMP,22
M2903,E5,DSC,TRX,14
M2904,E5,RHL,TRX,41
M2905,E5,LDS,TRX,15
M2906,E5,DSC,TRI,34
M2907,E5,TSS,EXP,31
M2908,E5,RHL,TRI,16
M2909,E5,DSC,TRI,25
M2910,E5,TSM,TRI,5
M2911,E5,DSC,EXP,13
M2912,E5,DSC,EXP,37
M2913,E5,LDS,TRX,35
M2914,E5,LDS,TRI,41
M2915,E5,LDS,TRX,39
M2916,E5,RHL,IMP,24
M2917,E5,LDS,TRX,14
M2918,E5,DSC,IMP,40
M2919,E5,DSC,IMP,34
M2920,E5,LDS,TRX,34
M2921,E5,DSC,EXP,11
M2922,E5,DSC,EXP,21
M2923,E5,LDS,IMP,31
M2924,E5,TSM,TRI,32
M2925,E5,DSC,IMP,32
M2926,E5,DSC,EXP,9
M2927,E5,TSM,IMP,28
M2928,E5,TSS,TRX,15
M2929,E5,DSC,TRX,27
M2930,E5,DSC,EXP,7
M2931,E5,DSC,IMP,41
M2932,E5,DSC,TRI,37
M2933,E5,DSC,IMP,15
M2934,E5,DSC,TRX,23
M2935,E5,DSC,EXP,14
M2936,E5,LDS,EXP,25
M2937,E5,TSM,IMP,5
M2938,E5,TSM,TRX,20
M2939,E5,LDS,EXP,14
M2940,E5,TSM,EXP,21
M2941,E5,LDS,IMP,20
M2942,E5,DSC,TRI,33
M2943,E5,LDS,EXP,14
M2944,E5,DSC,TRX,17
M2945,E5,DSC,TRX,15
M2946,E5,DSC,TRX,34
M2947,E5,TSM,EXP,12
M2948,E5,LDS,EXP,15
M2949,E5,LDS,TRI,38
M2950,E5,LDS,TRX,1
M2951,E5,LDS,TRI,14
M2952,E5,TSM,TRX,33
M2953,E5,LDS,EXP,41
M2954,E5,RHL,EXP,3
M2955,E5,TSM,TRI,2
M2956,E5,DSC,TRI,27
M2957,E5,LDS,TRX,20
M2958,E5,LDS,EXP,8
M2959,E5,DSC,EXP,12
M2960,E5,RHL,TRI,26
M2961,E5,DSC,IMP,3
M2962,E5,DSC,TRI,17
M2963,E5,TSM,TRI,19
M2964,E5,LDS,IMP,41
M2965,E5,LDS,IMP,2
M2966,E5,TSS,IMP,19
M2967,E5,DSC,IMP,5
M2968,E5,LDS,TRX,3
M2969,E5,TSS,EXP,38
M2970,E5,DSC,TRX,11
M2971,E5,LDS,TRX,7
M2972,E5,DSC,TRX,32
M2973,E5,DSC,TRI,26
M2974,E5,DSC,EXP,23
M2975,E5,DSC,IMP,7
M2976,E5,DSC,IMP,28
M2977,E5,DSC,EXP,33
M2978,E5,DSC,EXP,32
M2979,E5,DSC,TRI,21
M2980,E5,DSC,TRI,29
M2981,E5,TSS,TRX,11
M2982,E5,LDS,TRI,27
M2983,E5,LDS,EXP,21
M2984,E5,TSM,EXP,19
M2985,E5,RHL,IMP,13
M2986,E5,LDS,IMP,11
M2987,E5,DSC,EXP,8
M2988,E5,DSC,TRX,34
M2989,E5,TSM,EXP,15
M2990,E5,TSM,EXP,28
M2991,E5,LDS,TRX,33
M2992,E5,LDS,IMP,39
M2993,E5,DSC,TRI,39
M2994,E5,LDS,EXP,17
M2995,E5,LDS,EXP,17
M2996,E5,TSS,IMP,28
M2997,E5,LDS,IMP,14
M2998,E5,LDS,TRI,38
M2999,E5,TSS,IMP,39
M3000,E5,RHL,TRI,1
M3001,E5,DSC,TRI,3
M3002,E5,LDS,TRI,39
M3003,E5,TSS,EXP,9
M3004,E5,DSC,TRX,28
M3005,E5,LDS,IMP,7
M3006,E5,TSM,EXP,40
M3007,E5,LDS,TRX,37
M3008,E5,TSS,EXP,25
M3009,E5,DSC,IMP,37
M3010,E5,DSC,TRX,16
M3011,E5,LDS,EXP,40
M3012,E5,DSC,IMP,19
M3013,E5,TSM,TRI,26
M3014,E5,LDS,TRI,14
M3015,E5,DSC,TRX,28
M3016,E5,LDS,TRI,2
M3017,E5,LDS,IMP,41
M3018,E5,DSC,IMP,15
M3019,E5,LDS,EXP,13
M3020,E5,TSS,IMP,40
M3021,E5,TSM,TRX,2
M3022,E5,TSS,IMP,40
M3023,E5,LDS,EXP,2
M3024,E5,DSC,EXP,32
M3025,E5,RHL,TRI,4
M3026,E5,DSC,TRI,9
M3027,E5,DSC,TRI,16
M3028,E5,TSM,TRI,2
M3029,E5,LDS,EXP,34
M3030,E5,RHL,EXP,14
M3031,E5,DSC,TRI,38
M3032,E5,RHL,TRI,4
M3033,E5,DSC,EXP,12
M3034,E5,DSC,TRI,14
M3035,E5,DSC,IMP,18
M3036,E5,DSC,IMP,14
M3037,E6,RHL,IMP,27
M3038,E6,LDS,TRX,24
M3039,E6,LDS,EXP,24
M3040,E6,TSS,EXP,4
M3041,E6,LDS,IMP,40
M3042,E6,TSS,EXP,38
M3043,E6,LDS,EXP,38
M3044,E6,LDS,TRI,19
M3045,E6,DSC,TRX,33
M3046,E6,DSC,TRI,33
M3047,E6,LDS,TRX,25
M3048,E6,TSM,TRI,38
M3049,E6,DSC,TRX,2
M3050,E6,LDS,IMP,5
M3051,E6,TSS,EXP,28
M3052,E6,DSC,IMP,7
M3053,E6,RHL,IMP,36
M3054,E6,LDS,IMP,25
M3055,E6,DSC,TRX,30
M3056,E6,DSC,EXP,29
M3057,E6,RHL,IMP,1
M3058,E6,LDS,EXP,17
M3059,E6,DSC,IMP,7
M3060,E6,LDS,TRI,9
M3061,E6,TSS,TRX,30
M3062,E6,LDS,TRI,22
M3063,E6,LDS,EXP,16
M3064,E6,TSM,EXP,22
M3065,E6,DSC,IMP,30
M3066,E6,DSC,TRX,28
M3067,E6,LDS,IMP,1
M3068,E6,LDS,TRI,9
M3069,E6,LDS,TRI,30
M3070,E6,DSC,TRI,1
M3071,E6,DSC,TRI,37
M3072,E6,DSC,IMP,16
M3073,E6,RHL,TRI,26
M3074,E6,TSM,TRI,33
M3075,E6,TSS,EXP,41
M3076,E6,TSS,TRI,21
M3077,E6,LDS,TRX,32
M3078,E6,DSC,IMP,5
M3079,E6,LDS,IMP,20
M3080,E6,DSC,EXP,32
M3081,E6,TSM,IMP,40
M3082,E6,LDS,EXP,3
M3083,E6,TSS,EXP,6
M3084,E6,TSM,IMP,16
M3085,E6,DSC,IMP,14
M3086,E6,LDS,EXP,11
M3087,E6,LDS,IMP,41
M3088,E6,DSC,IMP,28
M3089,E6,DSC,TRI,40
M3090,E6,DSC,TRI,15
M3091,E6,TSM,EXP,32
M3092,E6,DSC,IMP,27
M3093,E6,LDS,TRX,23
M3094,E6,DSC,IMP,23
M3095,E6,LDS,EXP,3
M3096,E6,DSC,EXP,31
M3097,E6,LDS,EXP,17
M3098,E6,TSM,IMP,37
M3099,E6,DSC,TRX,23
M3100,E6,DSC,TRI,22
M3101,E6,LDS,EXP,34
M3102,E6,LDS,EXP,31
M3103,E6,RHL,TRI,20
M3104,E6,LDS,TRI,6
