ID_NUMBER,REL_NUM,CL_SUMMARY_TYPE,CTR_OPERATOR_BIC,CRANE_ID,NO_OF_MOVES,MOVE_DESCRIPTION,TYPE_OF_MOVE,EQ_TYPE,CONTAINER_SIZE,EMPTY_FULL,DEEP_SHORT_SEA,TRANSHIPMENT_FLAG,FK_TERMINAL_CALL,FK_TDR_REL
11,1,O,HLC,,549,DISC_FUL_45,DISC,CN,45,FUL,S,,11,1
11,1,O,HLC,,118,RDR_MT_45,RDR,CN,45,MT,S,,11,1
11,1,O,HLC,,65,RSOB_FUL_45,RSOB,CN,45,FUL,,,11,1
11,1,O,HLC,,52,TSM_FUL_45,TSM,CN,45,FUL,,Y,11,1
11,1,O,HLC,,1,MCR_FUL_40,MCR,CN,40,FUL,S,,11,1
11,1,O,MSC,,784,LOAD_FUL_45,LOAD,CN,45,FUL,,,11,1
11,1,O,MSC,,824,DISC_MT_40,DISC,CN,40,MT,D,,11,1
11,1,O,MSC,,176,RDR_FUL_40,RDR,CN,40,FUL,D,,11,1
11,1,O,MSC,,98,RSOB_MT_45,RSOB,CN,45,MT,D,,11,1
11,1,O,MSC,,78,TSM_FUL_20,TSM,CN,20,FUL,D,Y,11,1
11,1,O,MSC,,1,MCR_FUL_20,MCR,CN,20,FUL,,,11,1
11,1,V,,,97,TTL_HCV,,HCV,,,,,11,1
11,1,C,,Q01,1594,TTL_MOVES,,,,,,,11,1
11,1,C,,Q02,1595,TTL_MOVES,,,,,,,11,1
11,1,C,,Q03,1594,TTL_MOVES,,,,,,,11,1
12,1,O,HMM,,441,LOAD_FUL_40,LOAD,CN,40,FUL,,Y,12,1
12,1,O,HMM,,463,DISC_FUL_40,DISC,CN,40,FUL,,Y,12,1
12,1,O,HMM,,99,RDR_FUL_45,RDR,CN,45,FUL,S,,12,1
12,1,O,HMM,,55,RSOB_FUL_45,RSOB,CN,45,FUL,,,12,1
12,1,O,HMM,,44,TSM_FUL_45,TSM,CN,45,FUL,D,Y,12,1
12,1,O,WHL,,367,LOAD_FUL_45,LOAD,CN,45,FUL,,,12,1
12,1,O,WHL,,385,DISC_MT_40,DISC,CN,40,MT,D,,12,1
12,1,O,WHL,,83,RDR_FUL_45,RDR,CN,45,FUL,S,,12,1
12,1,O,WHL,,46,RSOB_MT_45,RSOB,CN,45,MT,,,12,1
12,1,O,WHL,,36,TSM_FUL_45,TSM,CN,45,FUL,D,Y,12,1
12,1,O,EMC,,734,LOAD_FUL_40,LOAD,CN,40,FUL,,,12,1
12,1,O,EMC,,771,DISC_FUL_40,DISC,CN,40,FUL,,,12,1
12,1,O,EMC,,165,RDR_FUL_40,RDR,CN,40,FUL,,,12,1
12,1,O,EMC,,92,RSOB_FUL_20,RSOB,CN,20,FUL,S,,12,1
12,1,O,EMC,,73,TSM_FUL_45,TSM,CN,45,FUL,D,Y,12,1
12,1,O,OOL,,734,LOAD_FUL_20,LOAD,CN,20,FUL,S,,12,1
12,1,O,OOL,,771,DISC_MT_20,DISC,CN,20,MT,D,,12,1
12,1,O,OOL,,165,RDR_FUL_45,RDR,CN,45,FUL,,,12,1
12,1,O,OOL,,92,RSOB_FUL_20,RSOB,CN,20,FUL,,,12,1
12,1,O,OOL,,73,TSM_FUL_40,TSM,CN,40,FUL,,Y,12,1
12,1,O,ONE,,881,LOAD_MT_45,LOAD,CN,45,MT,,,12,1
12,1,O,ONE,,925,DISC_FUL_20,DISC,CN,20,FUL,D,,12,1
12,1,O,ONE,,198,RDR_FUL_20,RDR,CN,20,FUL,,,12,1
12,1,O,ONE,,110,RSOB_MT_40,RSOB,CN,40,MT,D,,12,1
12,1,O,ONE,,88,TSM_MT_45,TSM,CN,45,MT,D,Y,12,1
12,1,O,YML,,294,LOAD_FUL_40,LOAD,CN,40,FUL,D,,12,1
12,1,O,YML,,308,DISC_FUL_20,DISC,CN,20,FUL,D,,12,1
12,1,O,YML,,66,RDR_FUL_45,RDR,CN,45,FUL,D,,12,1
12,1,O,YML,,37,RSOB_FUL_45,RSOB,CN,45,FUL,S,,12,1
12,1,O,YML,,29,TSM_MT_40,TSM,CN,40,MT,D,Y,12,1
12,1,V,,,432,TTL_HCV,,HCV,,,,,12,1
12,1,C,,Q01,1132,TTL_MOVES,,,,,,,12,1
12,1,C,,Q02,1132,TTL_MOVES,,,,,,,12,1
12,1,C,,Q03,1132,TTL_MOVES,,,,,,,12,1
12,1,C,,Q04,1132,TTL_MOVES,,,,,,,12,1
12,1,C,,Q05,1132,TTL_MOVES,,,,,,,12,1
12,1,C,,Q06,1132,TTL_MOVES,,,,,,,12,1
12,1,C,,Q07,1132,TTL_MOVES,,,,,,,12,1
12,1,C,,Q08,1133,TTL_MOVES,,,,,,,12,1
13,1,O,HLC,,592,LOAD_MT_40,LOAD,CN,40,MT,,Y,13,1
13,1,O,HLC,,622,DISC_FUL_20,DISC,CN,20,FUL,,,13,1
13,1,O,HLC,,133,RDR_FUL_40,RDR,CN,40,FUL,,,13,1
13,1,O,HLC,,74,RSOB_MT_45,RSOB,CN,45,MT,D,,13,1
13,1,O,HLC,,59,TSM_FUL_45,TSM,CN,45,FUL,D,Y,13,1
13,1,O,HLC,,1,MCR_FUL_45,MCR,CN,45,FUL,S,,13,1
13,1,O,WHL,,247,LOAD_FUL_20,LOAD,CN,20,FUL,D,Y,13,1
13,1,O,WHL,,259,DISC_FUL_45,DISC,CN,45,FUL,D,,13,1
13,1,O,WHL,,56,RDR_FUL_20,RDR,CN,20,FUL,D,,13,1
13,1,O,WHL,,31,RSOB_FUL_20,RSOB,CN,20,FUL,S,,13,1
13,1,O,WHL,,24,TSM_FUL_45,TSM,CN,45,FUL,S,Y,13,1
13,1,O,ONE,,592,LOAD_FUL_20,LOAD,CN,20,FUL,D,,13,1
13,1,O,ONE,,622,DISC_FUL_40,DISC,CN,40,FUL,D,,13,1
13,1,O,ONE,,133,RDR_FUL_45,RDR,CN,45,FUL,D,,13,1
13,1,O,ONE,,74,RSOB_FUL_40,RSOB,CN,40,FUL,,,13,1
13,1,O,ONE,,59,TSM_MT_45,TSM,CN,45,MT,D,Y,13,1
13,1,O,MSC,,888,LOAD_FUL_20,LOAD,CN,20,FUL,,,13,1
13,1,O,MSC,,932,DISC_FUL_40,DISC,CN,40,FUL,S,,13,1
13,1,O,MSC,,200,RDR_FUL_45,RDR,CN,45,FUL,,,13,1
13,1,O,MSC,,111,RSOB_FUL_40,RSOB,CN,40,FUL,S,,13,1
13,1,O,MSC,,89,TSM_FUL_40,TSM,CN,40,FUL,S,Y,13,1
13,1,O,CMA,,148,LOAD_FUL_40,LOAD,CN,40,FUL,S,Y,13,1
13,1,O,CMA,,155,DISC_FUL_45,DISC,CN,45,FUL,S,,13,1
13,1,O,CMA,,33,RDR_FUL_20,RDR,CN,20,FUL,,,13,1
13,1,O,CMA,,18,RSOB_MT_40,RSOB,CN,40,MT,S,,13,1
13,1,O,CMA,,15,TSM_FUL_45,TSM,CN,45,FUL,,Y,13,1
13,1,O,CMA,,1,MCR_FUL_20,MCR,CN,20,FUL,D,,13,1
13,1,V,,,251,TTL_HCV,,HCV,,,,,13,1
13,1,C,,Q01,713,TTL_MOVES,,,,,,,13,1
13,1,C,,Q02,713,TTL_MOVES,,,,,,,13,1
13,1,C,,Q03,713,TTL_MOVES,,,,,,,13,1
13,1,C,,Q04,713,TTL_MOVES,,,,,,,13,1
13,1,C,,Q05,713,TTL_MOVES,,,,,,,13,1
13,1,C,,Q06,714,TTL_MOVES,,,,,,,13,1
13,1,C,,Q07,714,TTL_MOVES,,,,,,,13,1
13,1,C,,Q08,713,TTL_MOVES,,,,,,,13,1
13,1,C,,Q09,713,TTL_MOVES,,,,,,,13,1
14,1,O,WHL,,167,LOAD_MT_40,LOAD,CN,40,MT,S,,14,1
14,1,O,WHL,,176,DISC_FUL_45,DISC,CN,45,FUL,D,,14,1
14,1,O,WHL,,38,RDR_FUL_45,RDR,CN,45,FUL,,,14,1
14,1,O,WHL,,21,RSOB_FUL_40,RSOB,CN,40,FUL,,,14,1
14,1,O,WHL,,16,TSM_FUL_45,TSM,CN,45,FUL,D,Y,14,1
14,1,O,CMA,,100,LOAD_FUL_40,LOAD,CN,40,FUL,S,,14,1
14,1,O,CMA,,105,DISC_FUL_45,DISC,CN,45,FUL,,,14,1
14,1,O,CMA,,23,RDR_FUL_40,RDR,CN,40,FUL,S,,14,1
14,1,O,CMA,,13,RSOB_FUL_45,RSOB,CN,45,FUL,D,,14,1
14,1,O,CMA,,10,TSM_FUL_20,TSM,CN,20,FUL,S,Y,14,1
14,1,O,ONE,,401,LOAD_FUL_20,LOAD,CN,20,FUL,S,Y,14,1
14,1,O,ONE,,421,DISC_MT_20,DISC,CN,20,MT,S,,14,1
14,1,O,ONE,,90,RDR_FUL_20,RDR,CN,20,FUL,,,14,1
14,1,O,ONE,,50,RSOB_FUL_40,RSOB,CN,40,FUL,,,14,1
14,1,O,ONE,,40,TSM_FUL_20,TSM,CN,20,FUL,,Y,14,1
14,1,O,HMM,,200,LOAD_MT_45,LOAD,CN,45,MT,,,14,1
14,1,O,HMM,,210,DISC_FUL_45,DISC,CN,45,FUL,D,,14,1
14,1,O,HMM,,45,RDR_FUL_45,RDR,CN,45,FUL,D,,14,1
14,1,O,HMM,,25,RSOB_FUL_20,RSOB,CN,20,FUL,S,,14,1
14,1,O,HMM,,20,TSM_FUL_45,TSM,CN,45,FUL,,Y,14,1
14,1,O,HMM,,1,MCR_FUL_45,MCR,CN,45,FUL,,,14,1
14,1,O,EMC,,334,LOAD_FUL_20,LOAD,CN,20,FUL,S,,14,1
14,1,O,EMC,,350,DISC_FUL_40,DISC,CN,40,FUL,S,Y,14,1
14,1,O,EMC,,75,RDR_FUL_45,RDR,CN,45,FUL,S,,14,1
14,1,O,EMC,,42,RSOB_FUL_40,RSOB,CN,40,FUL,,,14,1
14,1,O,EMC,,33,TSM_FUL_40,TSM,CN,40,FUL,,Y,14,1
14,1,O,HLC,,400,LOAD_MT_20,LOAD,CN,20,MT,S,,14,1
14,1,O,HLC,,420,DISC_FUL_45,DISC,CN,45,FUL,S,Y,14,1
14,1,O,HLC,,90,RDR_FUL_40,RDR,CN,40,FUL,S,,14,1
14,1,O,HLC,,50,RSOB_FUL_45,RSOB,CN,45,FUL,,,14,1
14,1,O,HLC,,40,TSM_FUL_45,TSM,CN,45,FUL,S,Y,14,1
14,1,O,HLC,,1,MCR_FUL_45,MCR,CN,45,FUL,S,,14,1
14,1,V,,,74,TTL_HCV,,HCV,,,,,14,1
14,1,C,,Q01,816,TTL_MOVES,,,,,,,14,1
14,1,C,,Q02,816,TTL_MOVES,,,,,,,14,1
14,1,C,,Q03,816,TTL_MOVES,,,,,,,14,1
14,1,C,,Q04,817,TTL_MOVES,,,,,,,14,1
14,1,C,,Q05,816,TTL_MOVES,,,,,,,14,1
15,1,O,ONE,,481,LOAD_FUL_40,LOAD,CN,40,FUL,,,15,1
15,1,O,ONE,,505,DISC_FUL_20,DISC,CN,20,FUL,,,15,1
15,1,O,ONE,,108,RDR_FUL_40,RDR,CN,40,FUL,S,,15,1
15,1,O,ONE,,60,RSOB_FUL_40,RSOB,CN,40,FUL,D,,15,1
15,1,O,ONE,,48,TSM_FUL_45,TSM,CN,45,FUL,D,Y,15,1
15,1,O,ONE,,1,MCR_FUL_20,MCR,CN,20,FUL,,,15,1
15,1,O,CMA,,120,LOAD_MT_40,LOAD,CN,40,MT,D,,15,1
15,1,O,CMA,,126,DISC_FUL_40,DISC,CN,40,FUL,,,15,1
15,1,O,CMA,,27,RDR_FUL_40,RDR,CN,40,FUL,D,,15,1
15,1,O,CMA,,15,RSOB_FUL_40,RSOB,CN,40,FUL,,,15,1
15,1,O,CMA,,12,TSM_MT_20,TSM,CN,20,MT,D,Y,15,1
15,1,O,HMM,,240,LOAD_FUL_20,LOAD,CN,20,FUL,D,,15,1
15,1,O,HMM,,252,DISC_MT_40,DISC,CN,40,MT,D,,15,1
15,1,O,HMM,,54,RDR_FUL_45,RDR,CN,45,FUL,S,,15,1
15,1,O,HMM,,30,RSOB_FUL_45,RSOB,CN,45,FUL,,,15,1
15,1,O,HMM,,24,TSM_FUL_40,TSM,CN,40,FUL,,Y,15,1
15,1,O,HMM,,1,MCR_FUL_40,MCR,CN,40,FUL,,,15,1
15,1,V,,,49,TTL_HCV,,HCV,,,,,15,1
15,1,C,,Q01,718,TTL_MOVES,,,,,,,15,1
15,1,C,,Q02,718,TTL_MOVES,,,,,,,15,1
15,1,C,,Q03,717,TTL_MOVES,,,,,,,15,1
16,1,O,ONE,,768,LOAD_FUL_20,LOAD,CN,20,FUL,,,16,1
16,1,O,ONE,,806,DISC_FUL_45,DISC,CN,45,FUL,S,,16,1
16,1,O,ONE,,173,RDR_FUL_45,RDR,CN,45,FUL,S,,16,1
16,1,O,ONE,,96,RSOB_FUL_20,RSOB,CN,20,FUL,,,16,1
16,1,O,ONE,,77,TSM_FUL_45,TSM,CN,45,FUL,S,Y,16,1
16,1,O,YML,,256,LOAD_FUL_45,LOAD,CN,45,FUL,,,16,1
16,1,O,YML,,269,DISC_MT_20,DISC,CN,20,MT,D,Y,16,1
16,1,O,YML,,58,RDR_FUL_20,RDR,CN,20,FUL,D,,16,1
16,1,O,YML,,32,RSOB_FUL_45,RSOB,CN,45,FUL,S,,16,1
16,1,O,YML,,25,TSM_FUL_45,TSM,CN,45,FUL,S,Y,16,1
16,1,O,MSK,,1280,LOAD_FUL_20,LOAD,CN,20,FUL,D,Y,16,1
16,1,O,MSK,,1344,DISC_FUL_45,DISC,CN,45,FUL,S,,16,1
16,1,O,MSK,,288,RDR_FUL_40,RDR,CN,40,FUL,,,16,1
16,1,O,MSK,,160,RSOB_MT_40,RSOB,CN,40,MT,S,,16,1
16,1,O,MSK,,127,TSM_FUL_20,TSM,CN,20,FUL,,Y,16,1
16,1,O,EMC,,640,LOAD_FUL_40,LOAD,CN,40,FUL,,,16,1
16,1,O,EMC,,672,DISC_FUL_20,DISC,CN,20,FUL,,Y,16,1
16,1,O,EMC,,144,RDR_FUL_20,RDR,CN,20,FUL,S,,16,1
16,1,O,EMC,,80,RSOB_FUL_45,RSOB,CN,45,FUL,S,,16,1
16,1,O,EMC,,63,TSM_FUL_20,TSM,CN,20,FUL,D,Y,16,1
16,1,O,WHL,,320,LOAD_FUL_20,LOAD,CN,20,FUL,S,,16,1
16,1,O,WHL,,336,DISC_FUL_20,DISC,CN,20,FUL,S,Y,16,1
16,1,O,WHL,,72,RDR_FUL_20,RDR,CN,20,FUL,S,,16,1
16,1,O,WHL,,40,RSOB_FUL_45,RSOB,CN,45,FUL,S,,16,1
16,1,O,WHL,,31,TSM_FUL_45,TSM,CN,45,FUL,S,Y,16,1
16,1,O,CMA,,192,LOAD_FUL_40,LOAD,CN,40,FUL,D,,16,1
16,1,O,CMA,,201,DISC_FUL_40,DISC,CN,40,FUL,,Y,16,1
16,1,O,CMA,,43,RDR_FUL_40,RDR,CN,40,FUL,D,,16,1
16,1,O,CMA,,24,RSOB_FUL_20,RSOB,CN,20,FUL,D,,16,1
16,1,O,CMA,,19,TSM_FUL_40,TSM,CN,40,FUL,S,Y,16,1
16,1,V,,,169,TTL_HCV,,HCV,,,,,16,1
16,1,C,,Q01,1101,TTL_MOVES,,,,,,,16,1
16,1,C,,Q02,1101,TTL_MOVES,,,,,,,16,1
16,1,C,,Q03,1101,TTL_MOVES,,,,,,,16,1
16,1,C,,Q04,1100,TTL_MOVES,,,,,,,16,1
16,1,C,,Q05,1101,TTL_MOVES,,,,,,,16,1
16,1,C,,Q06,1100,TTL_MOVES,,,,,,,16,1
16,1,C,,Q07,1100,TTL_MOVES,,,,,,,16,1
16,1,C,,Q08,1101,TTL_MOVES,,,,,,,16,1
17,1,O,HMM,,195,LOAD_MT_20,LOAD,CN,20,MT,,Y,17,1
17,1,O,HMM,,205,DISC_FUL_40,DISC,CN,40,FUL,D,,17,1
17,1,O,HMM,,44,RDR_FUL_40,RDR,CN,40,FUL,,,17,1
17,1,O,HMM,,24,RSOB_FUL_20,RSOB,CN,20,FUL,S,,17,1
17,1,O,HMM,,20,TSM_FUL_45,TSM,CN,45,FUL,S,Y,17,1
17,1,O,ONE,,390,LOAD_MT_20,LOAD,CN,20,MT,D,,17,1
17,1,O,ONE,,410,DISC_MT_20,DISC,CN,20,MT,D,,17,1
17,1,O,ONE,,88,RDR_FUL_40,RDR,CN,40,FUL,,,17,1
17,1,O,ONE,,49,RSOB_FUL_45,RSOB,CN,45,FUL,S,,17,1
17,1,O,ONE,,38,TSM_MT_40,TSM,CN,40,MT,D,Y,17,1
17,1,O,EMC,,325,LOAD_FUL_40,LOAD,CN,40,FUL,D,Y,17,1
17,1,O,EMC,,341,DISC_FUL_20,DISC,CN,20,FUL,,Y,17,1
17,1,O,EMC,,73,RDR_FUL_20,RDR,CN,20,FUL,S,,17,1
17,1,O,EMC,,41,RSOB_FUL_45,RSOB,CN,45,FUL,D,,17,1
17,1,O,EMC,,32,TSM_MT_45,TSM,CN,45,MT,,Y,17,1
17,1,O,MSK,,649,LOAD_FUL_20,LOAD,CN,20,FUL,,,17,1
17,1,O,MSK,,682,DISC_FUL_45,DISC,CN,45,FUL,D,,17,1
17,1,O,MSK,,146,RDR_FUL_40,RDR,CN,40,FUL,S,,17,1
17,1,O,MSK,,81,RSOB_MT_20,RSOB,CN,20,MT,S,,17,1
17,1,O,MSK,,65,TSM_FUL_20,TSM,CN,20,FUL,S,Y,17,1
17,1,O,WHL,,162,LOAD_FUL_40,LOAD,CN,40,FUL,,,17,1
17,1,O,WHL,,170,DISC_FUL_40,DISC,CN,40,FUL,,,17,1
17,1,O,WHL,,36,RDR_FUL_20,RDR,CN,20,FUL,S,,17,1
17,1,O,WHL,,20,RSOB_FUL_40,RSOB,CN,40,FUL,,,17,1
17,1,O,WHL,,16,TSM_FUL_45,TSM,CN,45,FUL,D,Y,17,1
17,1,O,WHL,,1,MCR_FUL_20,MCR,CN,20,FUL,S,,17,1
17,1,O,CMA,,97,LOAD_FUL_40,LOAD,CN,40,FUL,S,,17,1
17,1,O,CMA,,102,DISC_FUL_20,DISC,CN,20,FUL,,,17,1
17,1,O,CMA,,22,RDR_FUL_20,RDR,CN,20,FUL,D,,17,1
17,1,O,CMA,,12,RSOB_FUL_45,RSOB,CN,45,FUL,,,17,1
17,1,O,CMA,,10,TSM_FUL_45,TSM,CN,45,FUL,S,Y,17,1
17,1,V,,,201,TTL_HCV,,HCV,,,,,17,1
17,1,C,,Q01,1583,TTL_MOVES,,,,,,,17,1
17,1,C,,Q02,1582,TTL_MOVES,,,,,,,17,1
17,1,C,,Q03,1582,TTL_MOVES,,,,,,,17,1
18,1,O,ONE,,230,LOAD_FUL_40,LOAD,CN,40,FUL,D,,18,1
18,1,O,ONE,,241,DISC_FUL_45,DISC,CN,45,FUL,D,,18,1
18,1,O,ONE,,52,RDR_FUL_20,RDR,CN,20,FUL,D,,18,1
18,1,O,ONE,,29,RSOB_FUL_45,RSOB,CN,45,FUL,,,18,1
18,1,O,ONE,,22,TSM_FUL_45,TSM,CN,45,FUL,D,Y,18,1
18,1,O,OOL,,192,LOAD_FUL_20,LOAD,CN,20,FUL,D,,18,1
18,1,O,OOL,,201,DISC_FUL_45,DISC,CN,45,FUL,S,,18,1
18,1,O,OOL,,43,RDR_FUL_20,RDR,CN,20,FUL,D,,18,1
18,1,O,OOL,,24,RSOB_FUL_40,RSOB,CN,40,FUL,S,,18,1
18,1,O,OOL,,19,TSM_FUL_40,TSM,CN,40,FUL,S,Y,18,1
18,1,O,MSK,,383,LOAD_FUL_45,LOAD,CN,45,FUL,,Y,18,1
18,1,O,MSK,,402,DISC_FUL_45,DISC,CN,45,FUL,S,,18,1
18,1,O,MSK,,86,RDR_FUL_45,RDR,CN,45,FUL,S,,18,1
18,1,O,MSK,,48,RSOB_FUL_40,RSOB,CN,40,FUL,S,,18,1
18,1,O,MSK,,38,TSM_FUL_45,TSM,CN,45,FUL,D,Y,18,1
18,1,O,HMM,,114,LOAD_FUL_40,LOAD,CN,40,FUL,,,18,1
18,1,O,HMM,,120,DISC_FUL_40,DISC,CN,40,FUL,S,,18,1
18,1,O,HMM,,26,RDR_FUL_40,RDR,CN,40,FUL,S,,18,1
18,1,O,HMM,,14,RSOB_FUL_40,RSOB,CN,40,FUL,S,,18,1
18,1,O,HMM,,11,TSM_FUL_20,TSM,CN,20,FUL,D,Y,18,1
18,1,O,HMM,,1,MCR_FUL_40,MCR,CN,40,FUL,D,,18,1
18,1,O,YML,,76,LOAD_FUL_45,LOAD,CN,45,FUL,S,Y,18,1
18,1,O,YML,,80,DISC_FUL_40,DISC,CN,40,FUL,S,,18,1
18,1,O,YML,,17,RDR_FUL_45,RDR,CN,45,FUL,,,18,1
18,1,O,YML,,10,RSOB_FUL_45,RSOB,CN,45,FUL,S,,18,1
18,1,O,YML,,8,TSM_FUL_20,TSM,CN,20,FUL,S,Y,18,1
18,1,O,WHL,,96,LOAD_MT_20,LOAD,CN,20,MT,S,,18,1
18,1,O,WHL,,100,DISC_FUL_40,DISC,CN,40,FUL,D,Y,18,1
18,1,O,WHL,,22,RDR_MT_20,RDR,CN,20,MT,,,18,1
18,1,O,WHL,,12,RSOB_FUL_20,RSOB,CN,20,FUL,,,18,1
18,1,O,WHL,,9,TSM_FUL_45,TSM,CN,45,FUL,D,Y,18,1
18,1,V,,,108,TTL_HCV,,HCV,,,,,18,1
18,1,C,,Q01,708,TTL_MOVES,,,,,,,18,1
18,1,C,,Q02,709,TTL_MOVES,,,,,,,18,1
18,1,C,,Q03,709,TTL_MOVES,,,,,,,18,1
18,1,C,,Q04,708,TTL_MOVES,,,,,,,18,1
19,1,O,OOL,,729,LOAD_MT_45,LOAD,CN,45,MT,S,,19,1
19,1,O,OOL,,765,DISC_MT_45,DISC,CN,45,MT,S,,19,1
19,1,O,OOL,,164,RDR_FUL_40,RDR,CN,40,FUL,D,,19,1
19,1,O,OOL,,91,RSOB_MT_40,RSOB,CN,40,MT,D,,19,1
19,1,O,OOL,,73,TSM_MT_45,TSM,CN,45,MT,,Y,19,1
19,1,O,WHL,,364,LOAD_FUL_20,LOAD,CN,20,FUL,D,,19,1
19,1,O,WHL,,383,DISC_FUL_20,DISC,CN,20,FUL,,Y,19,1
19,1,O,WHL,,82,RDR_FUL_40,RDR,CN,40,FUL,,,19,1
19,1,O,WHL,,46,RSOB_FUL_45,RSOB,CN,45,FUL,,,19,1
19,1,O,WHL,,36,TSM_MT_40,TSM,CN,40,MT,D,Y,19,1
19,1,O,MSC,,1312,LOAD_MT_40,LOAD,CN,40,MT,,Y,19,1
19,1,O,MSC,,1377,DISC_FUL_40,DISC,CN,40,FUL,D,,19,1
19,1,O,MSC,,295,RDR_MT_40,RDR,CN,40,MT,D,,19,1
19,1,O,MSC,,164,RSOB_FUL_20,RSOB,CN,20,FUL,,,19,1
19,1,O,MSC,,131,TSM_FUL_40,TSM,CN,40,FUL,,Y,19,1
19,1,V,,,95,TTL_HCV,,HCV,,,,,19,1
19,1,C,,Q01,1018,TTL_MOVES,,,,,,,19,1
19,1,C,,Q02,1018,TTL_MOVES,,,,,,,19,1
19,1,C,,Q03,1018,TTL_MOVES,,,,,,,19,1
19,1,C,,Q04,1018,TTL_MOVES,,,,,,,19,1
19,1,C,,Q05,1018,TTL_MOVES,,,,,,,19,1
19,1,C,,Q06,1017,TTL_MOVES,,,,,,,19,1
20,1,O,WHL,,557,LOAD_FUL_40,LOAD,CN,40,FUL,D,,20,1
20,1,O,WHL,,585,DISC_MT_20,DISC,CN,20,MT,,Y,20,1
20,1,O,WHL,,125,RDR_FUL_40,RDR,CN,40,FUL,S,,20,1
20,1,O,WHL,,70,RSOB_FUL_40,RSOB,CN,40,FUL,D,,20,1
20,1,O,WHL,,56,TSM_MT_40,TSM,CN,40,MT,,Y,20,1
20,1,O,OOL,,1114,LOAD_FUL_45,LOAD,CN,45,FUL,S,,20,1
20,1,O,OOL,,1169,DISC_FUL_45,DISC,CN,45,FUL,S,,20,1
20,1,O,OOL,,251,RDR_FUL_20,RDR,CN,20,FUL,S,,20,1
20,1,O,OOL,,139,RSOB_FUL_40,RSOB,CN,40,FUL,S,,20,1
20,1,O,OOL,,111,TSM_FUL_45,TSM,CN,45,FUL,D,Y,20,1
20,1,O,CMA,,334,LOAD_FUL_45,LOAD,CN,45,FUL,,Y,20,1
20,1,O,CMA,,351,DISC_FUL_45,DISC,CN,45,FUL,S,,20,1
20,1,O,CMA,,75,RDR_FUL_45,RDR,CN,45,FUL,,,20,1
20,1,O,CMA,,42,RSOB_FUL_45,RSOB,CN,45,FUL,S,,20,1
20,1,O,CMA,,33,TSM_MT_20,TSM,CN,20,MT,D,Y,20,1
20,1,V,,,262,TTL_HCV,,HCV,,,,,20,1
20,1,C,,Q01,1319,TTL_MOVES,,,,,,,20,1
20,1,C,,Q02,1319,TTL_MOVES,,,,,,,20,1
20,1,C,,Q03,1318,TTL_MOVES,,,,,,,20,1
20,1,C,,Q04,1318,TTL_MOVES,,,,,,,20,1
21,1,O,MSK,,454,LOAD_MT_40,LOAD,CN,40,MT,,,21,1
21,1,O,MSK,,477,DISC_MT_20,DISC,CN,20,MT,D,,21,1
21,1,O,MSK,,102,RDR_MT_40,RDR,CN,40,MT,D,,21,1
21,1,O,MSK,,57,RSOB_FUL_40,RSOB,CN,40,FUL,D,,21,1
21,1,O,MSK,,45,TSM_FUL_45,TSM,CN,45,FUL,D,Y,21,1
21,1,O,YML,,91,LOAD_MT_20,LOAD,CN,20,MT,D,,21,1
21,1,O,YML,,95,DISC_FUL_45,DISC,CN,45,FUL,D,,21,1
21,1,O,YML,,20,RDR_FUL_45,RDR,CN,45,FUL,D,,21,1
21,1,O,YML,,11,RSOB_MT_45,RSOB,CN,45,MT,,,21,1
21,1,O,YML,,9,TSM_FUL_40,TSM,CN,40,FUL,S,Y,21,1
21,1,O,YML,,1,MCR_FUL_40,MCR,CN,40,FUL,D,,21,1
21,1,O,CMA,,68,LOAD_FUL_45,LOAD,CN,45,FUL,D,,21,1
21,1,O,CMA,,71,DISC_FUL_20,DISC,CN,20,FUL,D,,21,1
21,1,O,CMA,,15,RDR_MT_45,RDR,CN,45,MT,S,,21,1
21,1,O,CMA,,8,RSOB_FUL_20,RSOB,CN,20,FUL,D,,21,1
21,1,O,CMA,,7,TSM_FUL_45,TSM,CN,45,FUL,D,Y,21,1
21,1,O,CMA,,1,MCR_FUL_40,MCR,CN,40,FUL,D,,21,1
21,1,O,HMM,,136,LOAD_FUL_45,LOAD,CN,45,FUL,,,21,1
21,1,O,HMM,,143,DISC_FUL_20,DISC,CN,20,FUL,,Y,21,1
21,1,O,HMM,,31,RDR_FUL_20,RDR,CN,20,FUL,S,,21,1
21,1,O,HMM,,17,RSOB_FUL_40,RSOB,CN,40,FUL,S,,21,1
21,1,O,HMM,,13,TSM_FUL_45,TSM,CN,45,FUL,,Y,21,1
21,1,V,,,76,TTL_HCV,,HCV,,,,,21,1
21,1,C,,Q01,974,TTL_MOVES,,,,,,,21,1
21,1,C,,Q02,974,TTL_MOVES,,,,,,,21,1
22,1,O,OOL,,1510,LOAD_FUL_45,LOAD,CN,45,FUL,,,22,1
22,1,O,OOL,,1585,DISC_FUL_40,DISC,CN,40,FUL,D,,22,1
22,1,O,OOL,,340,RDR_FUL_40,RDR,CN,40,FUL,S,,22,1
22,1,O,OOL,,189,RSOB_FUL_45,RSOB,CN,45,FUL,S,,22,1
22,1,O,OOL,,150,TSM_FUL_45,TSM,CN,45,FUL,,Y,22,1
22,1,O,CMA,,453,LOAD_FUL_45,LOAD,CN,45,FUL,,Y,22,1
22,1,O,CMA,,475,DISC_FUL_45,DISC,CN,45,FUL,S,,22,1
