update_id,voyage,source,ship,published_at,eta_before,eta_after,delta_hrs,hrs_to_arrival
FX118E#S_FE#5,FX118E,S_FE,Eastern Amethyst,2026-08-14T02:45:00Z,2026-08-16T17:18:53Z,2026-08-16T22:17:06Z,4.97,66.0
FX118E#S_FE#6,FX118E,S_FE,Eastern Amethyst,2026-08-14T08:45:00Z,2026-08-16T22:17:06Z,2026-08-16T14:32:59Z,-7.74,60.0
FX118E#S_FE#7,FX118E,S_FE,Eastern Amethyst,2026-08-14T14:45:00Z,2026-08-16T14:32:59Z,2026-08-16T22:14:14Z,7.69,54.0
FX118E#S_FE#8,FX118E,S_FE,Eastern Amethyst,2026-08-14T20:45:00Z,2026-08-16T22:14:14Z,2026-08-16T17:36:45Z,-4.62,48.0
FX118E#S_FE#9,FX118E,S_FE,Eastern Amethyst,2026-08-15T02:45:00Z,2026-08-16T17:36:45Z,2026-08-16T20:17:23Z,2.68,42.0
FX118E#S_FE#10,FX118E,S_FE,Eastern Amethyst,2026-08-15T08:45:00Z,2026-08-16T20:17:23Z,2026-08-16T17:52:27Z,-2.42,36.0
FX118E#S_FE#11,FX118E,S_FE,Eastern Amethyst,2026-08-15T14:45:00Z,2026-08-16T17:52:27Z,2026-08-16T21:51:58Z,3.99,30.0
FX118E#S_FE#12,FX118E,S_FE,Eastern Amethyst,2026-08-15T20:45:00Z,2026-08-16T21:51:58Z,2026-08-16T18:21:57Z,-3.5,24.0
FX118E#S_FE#13,FX118E,S_FE,Eastern Amethyst,2026-08-16T02:45:00Z,2026-08-16T18:21:57Z,2026-08-16T20:53:18Z,2.52,18.0
FX118E#S_FE#14,FX118E,S_FE,Eastern Amethyst,2026-08-16T08:45:00Z,2026-08-16T20:53:18Z,2026-08-16T21:47:50Z,0.91,12.0
FX118E#S_ML#0,FX118E,S_ML,Eastern Amethyst,2026-08-02T20:45:00Z,2026-08-17T13:22:46Z,2026-08-16T12:01:47Z,-25.35,336.0
FX118E#S_ML#1,FX118E,S_ML,Eastern Amethyst,2026-08-04T08:45:00Z,2026-08-16T12:01:47Z,2026-08-16T20:14:59Z,8.22,300.0
FX118E#S_ML#2,FX118E,S_ML,Eastern Amethyst,2026-08-05T20:45:00Z,2026-08-16T20:14:59Z,2026-08-16T21:15:06Z,1.0,264.0
FX118E#S_ML#3,FX118E,S_ML,Eastern Amethyst,2026-08-07T08:45:00Z,2026-08-16T21:15:06Z,2026-08-16T13:24:53Z,-7.84,228.0
FX118E#S_ML#4,FX118E,S_ML,Eastern Amethyst,2026-08-08T20:45:00Z,2026-08-16T13:24:53Z,2026-08-16T22:13:54Z,8.82,192.0
FX118E#S_ML#5,FX118E,S_ML,Eastern Amethyst,2026-08-10T08:45:00Z,2026-08-16T22:13:54Z,2026-08-16T13:55:39Z,-8.3,156.0
FX118E#S_ML#6,FX118E,S_ML,Eastern Amethyst,2026-08-11T20:45:00Z,2026-08-16T13:55:39Z,2026-08-17T00:02:06Z,10.11,120.0
FX118E#S_ML#7,FX118E,S_ML,Eastern Amethyst,2026-08-13T08:45:00Z,2026-08-17T00:02:06Z,2026-08-16T21:29:13Z,-2.55,84.0
FX118E#S_ML#8,FX118E,S_ML,Eastern Amethyst,2026-08-14T20:45:00Z,2026-08-16T21:29:13Z,2026-08-16T19:37:03Z,-1.87,48.0
FX118E#S_ML#9,FX118E,S_ML,Eastern Amethyst,2026-08-16T08:45:00Z,2026-08-16T19:37:03Z,2026-08-16T20:44:44Z,1.13,12.0
FX118E#S_TE#0,FX118E,S_TE,Eastern Amethyst,2026-08-14T20:45:00Z,2026-08-16T18:15:39Z,2026-08-16T19:48:10Z,1.54,48.0
FX118E#S_TE#1,FX118E,S_TE,Eastern Amethyst,2026-08-14T23:45:00Z,2026-08-16T19:48:10Z,2026-08-16T16:12:23Z,-3.6,45.0
FX118E#S_TE#2,FX118E,S_TE,Eastern Amethyst,2026-08-15T02:45:00Z,2026-08-16T16:12:23Z,2026-08-16T19:22:35Z,3.17,42.0
FX118E#S_TE#3,FX118E,S_TE,Eastern Amethyst,2026-08-15T05:45:00Z,2026-08-16T19:22:35Z,2026-08-16T17:57:06Z,-1.42,39.0
FX118E#S_TE#4,FX118E,S_TE,Eastern Amethyst,2026-08-15T08:45:00Z,2026-08-16T17:57:06Z,2026-08-16T17:59:04Z,0.03,36.0
FX118E#S_TE#5,FX118E,S_TE,Eastern Amethyst,2026-08-15T11:45:00Z,2026-08-16T17:59:04Z,2026-08-16T20:35:28Z,2.61,33.0
FX118E#S_TE#6,FX118E,S_TE,Eastern Amethyst,2026-08-15T14:45:00Z,2026-08-16T20:35:28Z,2026-08-16T18:17:06Z,-2.31,30.0
FX118E#S_TE#7,FX118E,S_TE,Eastern Amethyst,2026-08-15T17:45:00Z,2026-08-16T18:17:06Z,2026-08-16T20:18:43Z,2.03,27.0
FX118E#S_TE#8,FX118E,S_TE,Eastern Amethyst,2026-08-15T20:45:00Z,2026-08-16T20:18:43Z,2026-08-16T23:16:39Z,2.97,24.0
FX118E#S_TE#9,FX118E,S_TE,Eastern Amethyst,2026-08-15T23:45:00Z,2026-08-16T23:16:39Z,2026-08-16T20:20:16Z,-2.94,21.0
FX118E#S_TE#10,FX118E,S_TE,Eastern Amethyst,2026-08-16T02:45:00Z,2026-08-16T20:20:16Z,2026-08-16T19:50:48Z,-0.49,18.0
FX118E#S_TE#11,FX118E,S_TE,Eastern Amethyst,2026-08-16T05:45:00Z,2026-08-16T19:50:48Z,2026-08-16T19:49:49Z,-0.02,15.0
FX118E#S_TE#12,FX118E,S_TE,Eastern Amethyst,2026-08-16T08:45:00Z,2026-08-16T19:49:49Z,2026-08-16T20:02:19Z,0.21,12.0
FX118E#S_TE#13,FX118E,S_TE,Eastern Amethyst,2026-08-16T11:45:00Z,2026-08-16T20:02:19Z,2026-08-16T20:49:40Z,0.79,9.0
FX118E#S_TE#14,FX118E,S_TE,Eastern Amethyst,2026-08-16T14:45:00Z,2026-08-16T20:49:40Z,2026-08-16T20:57:29Z,0.13,6.0
FX119W#S_FE#0,FX119W,S_FE,Pearl Runner,2026-08-09T22:30:00Z,2026-08-11T15:24:37Z,2026-08-13T22:03:09Z,54.64,96.0
FX119W#S_FE#1,FX119W,S_FE,Pearl Runner,2026-08-10T04:30:00Z,2026-08-13T22:03:09Z,2026-08-13T23:21:26Z,1.3,90.0
FX119W#S_FE#2,FX119W,S_FE,Pearl Runner,2026-08-10T10:30:00Z,2026-08-13T23:21:26Z,2026-08-14T00:52:50Z,1.52,84.0
FX119W#S_FE#3,FX119W,S_FE,Pearl Runner,2026-08-10T16:30:00Z,2026-08-14T00:52:50Z,2026-08-13T15:06:01Z,-9.78,78.0
FX119W#S_FE#4,FX119W,S_FE,Pearl Runner,2026-08-10T22:30:00Z,2026-08-13T15:06:01Z,2026-08-13T16:13:40Z,1.13,72.0
FX119W#S_FE#5,FX119W,S_FE,Pearl Runner,2026-08-11T04:30:00Z,2026-08-13T16:13:40Z,2026-08-13T16:05:28Z,-0.14,66.0
FX119W#S_FE#6,FX119W,S_FE,Pearl Runner,2026-08-11T10:30:00Z,2026-08-13T16:05:28Z,2026-08-13T21:35:05Z,5.49,60.0
FX119W#S_FE#7,FX119W,S_FE,Pearl Runner,2026-08-11T16:30:00Z,2026-08-13T21:35:05Z,2026-08-13T21:44:12Z,0.15,54.0
FX119W#S_FE#8,FX119W,S_FE,Pearl Runner,2026-08-11T22:30:00Z,2026-08-13T21:44:12Z,2026-08-13T20:22:20Z,-1.36,48.0
FX119W#S_FE#9,FX119W,S_FE,Pearl Runner,2026-08-12T04:30:00Z,2026-08-13T20:22:20Z,2026-08-14T01:29:25Z,5.12,42.0
FX119W#S_FE#10,FX119W,S_FE,Pearl Runner,2026-08-12T10:30:00Z,2026-08-14T01:29:25Z,2026-08-13T21:37:37Z,-3.86,36.0
FX119W#S_FE#11,FX119W,S_FE,Pearl Runner,2026-08-12T16:30:00Z,2026-08-13T21:37:37Z,2026-08-13T22:52:07Z,1.24,30.0
FX119W#S_FE#12,FX119W,S_FE,Pearl Runner,2026-08-12T22:30:00Z,2026-08-13T22:52:07Z,2026-08-14T00:20:52Z,1.48,24.0
FX119W#S_FE#13,FX119W,S_FE,Pearl Runner,2026-08-13T04:30:00Z,2026-08-14T00:20:52Z,2026-08-13T22:38:01Z,-1.71,18.0
FX119W#S_FE#14,FX119W,S_FE,Pearl Runner,2026-08-13T10:30:00Z,2026-08-13T22:38:01Z,2026-08-13T23:09:44Z,0.53,12.0
FX119W#S_ML#0,FX119W,S_ML,Pearl Runner,2026-07-30T22:30:00Z,2026-08-11T14:58:23Z,2026-08-13T17:06:45Z,50.14,336.0
FX119W#S_ML#1,FX119W,S_ML,Pearl Runner,2026-08-01T10:30:00Z,2026-08-13T17:06:45Z,2026-08-14T08:31:59Z,15.42,300.0
FX119W#S_ML#2,FX119W,S_ML,Pearl Runner,2026-08-02T22:30:00Z,2026-08-14T08:31:59Z,2026-08-14T08:11:46Z,-0.34,264.0
FX119W#S_ML#3,FX119W,S_ML,Pearl Runner,2026-08-04T10:30:00Z,2026-08-14T08:11:46Z,2026-08-14T04:50:32Z,-3.35,228.0
FX119W#S_ML#4,FX119W,S_ML,Pearl Runner,2026-08-05T22:30:00Z,2026-08-14T04:50:32Z,2026-08-13T23:19:55Z,-5.51,192.0
FX119W#S_ML#5,FX119W,S_ML,Pearl Runner,2026-08-07T10:30:00Z,2026-08-13T23:19:55Z,2026-08-13T20:31:45Z,-2.8,156.0
FX119W#S_ML#6,FX119W,S_ML,Pearl Runner,2026-08-08T22:30:00Z,2026-08-13T20:31:45Z,2026-08-13T18:10:41Z,-2.35,120.0
FX119W#S_ML#7,FX119W,S_ML,Pearl Runner,2026-08-10T10:30:00Z,2026-08-13T18:10:41Z,2026-08-13T20:19:07Z,2.14,84.0
FX119W#S_ML#8,FX119W,S_ML,Pearl Runner,2026-08-11T22:30:00Z,2026-08-13T20:19:07Z,2026-08-13T22:59:59Z,2.68,48.0
FX119W#S_ML#9,FX119W,S_ML,Pearl Runner,2026-08-13T10:30:00Z,2026-08-13T22:59:59Z,2026-08-13T22:36:19Z,-0.39,12.0
FX119W#S_TE#0,FX119W,S_TE,Pearl Runner,2026-08-11T22:30:00Z,2026-08-12T02:05:04Z,2026-08-13T23:07:51Z,45.05,48.0
FX119W#S_TE#1,FX119W,S_TE,Pearl Runner,2026-08-12T01:30:00Z,2026-08-13T23:07:51Z,2026-08-13T22:27:54Z,-0.67,45.0
FX119W#S_TE#2,FX119W,S_TE,Pearl Runner,2026-08-12T04:30:00Z,2026-08-13T22:27:54Z,2026-08-13T21:07:06Z,-1.35,42.0
FX119W#S_TE#3,FX119W,S_TE,Pearl Runner,2026-08-12T07:30:00Z,2026-08-13T21:07:06Z,2026-08-13T22:07:42Z,1.01,39.0
FX119W#S_TE#4,FX119W,S_TE,Pearl Runner,2026-08-12T10:30:00Z,2026-08-13T22:07:42Z,2026-08-13T21:26:58Z,-0.68,36.0
FX119W#S_TE#5,FX119W,S_TE,Pearl Runner,2026-08-12T13:30:00Z,2026-08-13T21:26:58Z,2026-08-13T22:49:13Z,1.37,33.0
FX119W#S_TE#6,FX119W,S_TE,Pearl Runner,2026-08-12T16:30:00Z,2026-08-13T22:49:13Z,2026-08-13T21:40:55Z,-1.14,30.0
FX119W#S_TE#7,FX119W,S_TE,Pearl Runner,2026-08-12T19:30:00Z,2026-08-13T21:40:55Z,2026-08-13T23:09:31Z,1.48,27.0
FX119W#S_TE#8,FX119W,S_TE,Pearl Runner,2026-08-12T22:30:00Z,2026-08-13T23:09:31Z,2026-08-13T23:23:21Z,0.23,24.0
FX119W#S_TE#9,FX119W,S_TE,Pearl Runner,2026-08-13T01:30:00Z,2026-08-13T23:23:21Z,2026-08-13T21:55:47Z,-1.46,21.0
FX119W#S_TE#10,FX119W,S_TE,Pearl Runner,2026-08-13T04:30:00Z,2026-08-13T21:55:47Z,2026-08-13T20:59:32Z,-0.94,18.0
FX119W#S_TE#11,FX119W,S_TE,Pearl Runner,2026-08-13T07:30:00Z,2026-08-13T20:59:32Z,2026-08-13T22:31:32Z,1.53,15.0
FX119W#S_TE#12,FX119W,S_TE,Pearl Runner,2026-08-13T10:30:00Z,2026-08-13T22:31:32Z,2026-08-13T22:49:35Z,0.3,12.0
FX119W#S_TE#13,FX119W,S_TE,Pearl Runner,2026-08-13T13:30:00Z,2026-08-13T22:49:35Z,2026-08-13T22:17:44Z,-0.53,9.0
FX119W#S_TE#14,FX119W,S_TE,Pearl Runner,2026-08-13T16:30:00Z,2026-08-13T22:17:44Z,2026-08-13T22:28:56Z,0.19,6.0
ML420W#S_FE#0,ML420W,S_FE,Pacific Vanguard,2026-08-10T10:15:00Z,2026-08-13T22:51:42Z,2026-08-14T13:30:06Z,14.64,96.0
ML420W#S_FE#1,ML420W,S_FE,Pacific Vanguard,2026-08-10T16:15:00Z,2026-08-14T13:30:06Z,2026-08-14T16:10:45Z,2.68,90.0
ML420W#S_FE#2,ML420W,S_FE,Pacific Vanguard,2026-08-10T22:15:00Z,2026-08-14T16:10:45Z,2026-08-14T12:08:22Z,-4.04,84.0
ML420W#S_FE#3,ML420W,S_FE,Pacific Vanguard,2026-08-11T04:15:00Z,2026-08-14T12:08:22Z,2026-08-14T10:49:42Z,-1.31,78.0
ML420W#S_FE#4,ML420W,S_FE,Pacific Vanguard,2026-08-11T10:15:00Z,2026-08-14T10:49:42Z,2026-08-14T12:51:45Z,2.03,72.0
ML420W#S_FE#5,ML420W,S_FE,Pacific Vanguard,2026-08-11T16:15:00Z,2026-08-14T12:51:45Z,2026-08-14T10:17:30Z,-2.57,66.0
ML420W#S_FE#6,ML420W,S_FE,Pacific Vanguard,2026-08-11T22:15:00Z,2026-08-14T10:17:30Z,2026-08-14T09:55:22Z,-0.37,60.0
ML420W#S_FE#7,ML420W,S_FE,Pacific Vanguard,2026-08-12T04:15:00Z,2026-08-14T09:55:22Z,2026-08-14T08:34:09Z,-1.35,54.0
ML420W#S_FE#8,ML420W,S_FE,Pacific Vanguard,2026-08-12T10:15:00Z,2026-08-14T08:34:09Z,2026-08-14T06:12:02Z,-2.37,48.0
ML420W#S_FE#9,ML420W,S_FE,Pacific Vanguard,2026-08-12T16:15:00Z,2026-08-14T06:12:02Z,2026-08-14T08:32:29Z,2.34,42.0
ML420W#S_FE#10,ML420W,S_FE,Pacific Vanguard,2026-08-12T22:15:00Z,2026-08-14T08:32:29Z,2026-08-14T10:20:30Z,1.8,36.0
ML420W#S_FE#11,ML420W,S_FE,Pacific Vanguard,2026-08-13T04:15:00Z,2026-08-14T10:20:30Z,2026-08-14T11:23:26Z,1.05,30.0
ML420W#S_FE#12,ML420W,S_FE,Pacific Vanguard,2026-08-13T10:15:00Z,2026-08-14T11:23:26Z,2026-08-14T12:32:14Z,1.15,24.0
ML420W#S_FE#13,ML420W,S_FE,Pacific Vanguard,2026-08-13T16:15:00Z,2026-08-14T12:32:14Z,2026-08-14T08:58:48Z,-3.56,18.0
ML420W#S_FE#14,ML420W,S_FE,Pacific Vanguard,2026-08-13T22:15:00Z,2026-08-14T08:58:48Z,2026-08-14T10:51:09Z,1.87,12.0
ML420W#S_ML#0,ML420W,S_ML,Pacific Vanguard,2026-07-31T10:15:00Z,2026-08-13T14:05:05Z,2026-08-14T16:43:55Z,26.65,336.0
ML420W#S_ML#1,ML420W,S_ML,Pacific Vanguard,2026-08-01T22:15:00Z,2026-08-14T16:43:55Z,2026-08-14T00:18:50Z,-16.42,300.0
ML420W#S_ML#2,ML420W,S_ML,Pacific Vanguard,2026-08-03T10:15:00Z,2026-08-14T00:18:50Z,2026-08-14T05:37:21Z,5.31,264.0
ML420W#S_ML#3,ML420W,S_ML,Pacific Vanguard,2026-08-04T22:15:00Z,2026-08-14T05:37:21Z,2026-08-14T04:13:21Z,-1.4,228.0
ML420W#S_ML#4,ML420W,S_ML,Pacific Vanguard,2026-08-06T10:15:00Z,2026-08-14T04:13:21Z,2026-08-14T02:45:43Z,-1.46,192.0
ML420W#S_ML#5,ML420W,S_ML,Pacific Vanguard,2026-08-07T22:15:00Z,2026-08-14T02:45:43Z,2026-08-14T16:02:30Z,13.28,156.0
ML420W#S_ML#6,ML420W,S_ML,Pacific Vanguard,2026-08-09T10:15:00Z,2026-08-14T16:02:30Z,2026-08-14T05:06:29Z,-10.93,120.0
ML420W#S_ML#7,ML420W,S_ML,Pacific Vanguard,2026-08-10T22:15:00Z,2026-08-14T05:06:29Z,2026-08-14T04:49:00Z,-0.29,84.0
ML420W#S_ML#8,ML420W,S_ML,Pacific Vanguard,2026-08-12T10:15:00Z,2026-08-14T04:49:00Z,2026-08-14T10:33:42Z,5.74,48.0
ML420W#S_ML#9,ML420W,S_ML,Pacific Vanguard,2026-08-13T22:15:00Z,2026-08-14T10:33:42Z,2026-08-14T10:10:58Z,-0.38,12.0
ML420W#S_TE#0,ML420W,S_TE,Pacific Vanguard,2026-08-12T10:15:00Z,2026-08-14T03:23:15Z,2026-08-14T07:13:02Z,3.83,48.0
ML420W#S_TE#1,ML420W,S_TE,Pacific Vanguard,2026-08-12T13:15:00Z,2026-08-14T07:13:02Z,2026-08-14T10:29:44Z,3.28,45.0
ML420W#S_TE#2,ML420W,S_TE,Pacific Vanguard,2026-08-12T16:15:00Z,2026-08-14T10:29:44Z,2026-08-14T10:28:36Z,-0.02,42.0
ML420W#S_TE#3,ML420W,S_TE,Pacific Vanguard,2026-08-12T19:15:00Z,2026-08-14T10:28:36Z,2026-08-14T10:23:21Z,-0.09,39.0
ML420W#S_TE#4,ML420W,S_TE,Pacific Vanguard,2026-08-12T22:15:00Z,2026-08-14T10:23:21Z,2026-08-14T10:03:12Z,-0.34,36.0
ML420W#S_TE#5,ML420W,S_TE,Pacific Vanguard,2026-08-13T01:15:00Z,2026-08-14T10:03:12Z,2026-08-14T08:59:58Z,-1.05,33.0
ML420W#S_TE#6,ML420W,S_TE,Pacific Vanguard,2026-08-13T04:15:00Z,2026-08-14T08:59:58Z,2026-08-14T11:59:33Z,2.99,30.0
ML420W#S_TE#7,ML420W,S_TE,Pacific Vanguard,2026-08-13T07:15:00Z,2026-08-14T11:59:33Z,2026-08-14T09:11:25Z,-2.8,27.0
ML420W#S_TE#8,ML420W,S_TE,Pacific Vanguard,2026-08-13T10:15:00Z,2026-08-14T09:11:25Z,2026-08-14T10:28:39Z,1.29,24.0
ML420W#S_TE#9,ML420W,S_TE,Pacific Vanguard,2026-08-13T13:15:00Z,2026-08-14T10:28:39Z,2026-08-14T09:33:44Z,-0.92,21.0
ML420W#S_TE#10,ML420W,S_TE,Pacific Vanguard,2026-08-13T16:15:00Z,2026-08-14T09:33:44Z,2026-08-14T08:35:24Z,-0.97,18.0
ML420W#S_TE#11,ML420W,S_TE,Pacific Vanguard,2026-08-13T19:15:00Z,2026-08-14T08:35:24Z,2026-08-14T10:04:41Z,1.49,15.0
ML420W#S_TE#12,ML420W,S_TE,Pacific Vanguard,2026-08-13T22:15:00Z,2026-08-14T10:04:41Z,2026-08-14T10:03:36Z,-0.02,12.0
ML420W#S_TE#13,ML420W,S_TE,Pacific Vanguard,2026-08-14T01:15:00Z,2026-08-14T10:03:36Z,2026-08-14T10:33:16Z,0.49,9.0
ML420W#S_TE#14,ML420W,S_TE,Pacific Vanguard,2026-08-14T04:15:00Z,2026-08-14T10:33:16Z,2026-08-14T10:11:24Z,-0.36,6.0
ML421E#S_FE#0,ML421E,S_FE,Meridian Star,2026-08-10T10:00:00Z,2026-08-14T06:15:04Z,2026-08-14T14:19:03Z,8.07,96.0
ML421E#S_FE#1,ML421E,S_FE,Meridian Star,2026-08-10T16:00:00Z,2026-08-14T14:19:03Z,2026-08-14T15:39:50Z,1.35,90.0
ML421E#S_FE#2,ML421E,S_FE,Meridian Star,2026-08-10T22:00:00Z,2026-08-14T15:39:50Z,2026-08-14T11:05:30Z,-4.57,84.0
ML421E#S_FE#3,ML421E,S_FE,Meridian Star,2026-08-11T04:00:00Z,2026-08-14T11:05:30Z,2026-08-14T06:30:23Z,-4.59,78.0
ML421E#S_FE#4,ML421E,S_FE,Meridian Star,2026-08-11T10:00:00Z,2026-08-14T06:30:23Z,2026-08-14T11:10:41Z,4.67,72.0
ML421E#S_FE#5,ML421E,S_FE,Meridian Star,2026-08-11T16:00:00Z,2026-08-14T11:10:41Z,2026-08-14T09:37:18Z,-1.56,66.0
ML421E#S_FE#6,ML421E,S_FE,Meridian Star,2026-08-11T22:00:00Z,2026-08-14T09:37:18Z,2026-08-14T05:58:49Z,-3.64,60.0
ML421E#S_FE#7,ML421E,S_FE,Meridian Star,2026-08-12T04:00:00Z,2026-08-14T05:58:49Z,2026-08-14T06:53:01Z,0.9,54.0
ML421E#S_FE#8,ML421E,S_FE,Meridian Star,2026-08-12T10:00:00Z,2026-08-14T06:53:01Z,2026-08-14T09:05:21Z,2.21,48.0
ML421E#S_FE#9,ML421E,S_FE,Meridian Star,2026-08-12T16:00:00Z,2026-08-14T09:05:21Z,2026-08-14T08:13:41Z,-0.86,42.0
ML421E#S_FE#10,ML421E,S_FE,Meridian Star,2026-08-12T22:00:00Z,2026-08-14T08:13:41Z,2026-08-14T09:44:15Z,1.51,36.0
ML421E#S_FE#11,ML421E,S_FE,Meridian Star,2026-08-13T04:00:00Z,2026-08-14T09:44:15Z,2026-08-14T06:46:20Z,-2.97,30.0
ML421E#S_FE#12,ML421E,S_FE,Meridian Star,2026-08-13T10:00:00Z,2026-08-14T06:46:20Z,2026-08-14T09:05:18Z,2.32,24.0
ML421E#S_FE#13,ML421E,S_FE,Meridian Star,2026-08-13T16:00:00Z,2026-08-14T09:05:18Z,2026-08-14T09:26:46Z,0.36,18.0
ML421E#S_FE#14,ML421E,S_FE,Meridian Star,2026-08-13T22:00:00Z,2026-08-14T09:26:46Z,2026-08-14T09:35:06Z,0.14,12.0
ML421E#S_ML#0,ML421E,S_ML,Meridian Star,2026-07-31T10:00:00Z,2026-08-14T23:08:09Z,2026-08-14T01:10:36Z,-21.96,336.0
ML421E#S_ML#1,ML421E,S_ML,Meridian Star,2026-08-01T22:00:00Z,2026-08-14T01:10:36Z,2026-08-14T18:21:38Z,17.18,300.0
ML421E#S_ML#2,ML421E,S_ML,Meridian Star,2026-08-03T10:00:00Z,2026-08-14T18:21:38Z,2026-08-14T06:10:26Z,-12.19,264.0
ML421E#S_ML#3,ML421E,S_ML,Meridian Star,2026-08-04T22:00:00Z,2026-08-14T06:10:26Z,2026-08-14T06:34:24Z,0.4,228.0
ML421E#S_ML#4,ML421E,S_ML,Meridian Star,2026-08-06T10:00:00Z,2026-08-14T06:34:24Z,2026-08-14T05:46:41Z,-0.8,192.0
ML421E#S_ML#5,ML421E,S_ML,Meridian Star,2026-08-07T22:00:00Z,2026-08-14T05:46:41Z,2026-08-14T09:07:19Z,3.34,156.0
ML421E#S_ML#6,ML421E,S_ML,Meridian Star,2026-08-09T10:00:00Z,2026-08-14T09:07:19Z,2026-08-14T12:03:47Z,2.94,120.0
ML421E#S_ML#7,ML421E,S_ML,Meridian Star,2026-08-10T22:00:00Z,2026-08-14T12:03:47Z,2026-08-14T11:16:37Z,-0.79,84.0
ML421E#S_ML#8,ML421E,S_ML,Meridian Star,2026-08-12T10:00:00Z,2026-08-14T11:16:37Z,2026-08-14T10:49:37Z,-0.45,48.0
ML421E#S_ML#9,ML421E,S_ML,Meridian Star,2026-08-13T22:00:00Z,2026-08-14T10:49:37Z,2026-08-14T09:42:13Z,-1.12,12.0
ML421E#S_TE#0,ML421E,S_TE,Meridian Star,2026-08-12T10:00:00Z,2026-08-14T11:06:07Z,2026-08-14T10:32:07Z,-0.57,48.0
ML421E#S_TE#1,ML421E,S_TE,Meridian Star,2026-08-12T13:00:00Z,2026-08-14T10:32:07Z,2026-08-14T10:37:16Z,0.09,45.0
ML421E#S_TE#2,ML421E,S_TE,Meridian Star,2026-08-12T16:00:00Z,2026-08-14T10:37:16Z,2026-08-14T10:01:35Z,-0.59,42.0
ML421E#S_TE#3,ML421E,S_TE,Meridian Star,2026-08-12T19:00:00Z,2026-08-14T10:01:35Z,2026-08-14T09:54:48Z,-0.11,39.0
ML421E#S_TE#4,ML421E,S_TE,Meridian Star,2026-08-12T22:00:00Z,2026-08-14T09:54:48Z,2026-08-14T09:37:27Z,-0.29,36.0
ML421E#S_TE#5,ML421E,S_TE,Meridian Star,2026-08-13T01:00:00Z,2026-08-14T09:37:27Z,2026-08-14T10:22:19Z,0.75,33.0
ML421E#S_TE#6,ML421E,S_TE,Meridian Star,2026-08-13T04:00:00Z,2026-08-14T10:22:19Z,2026-08-14T09:24:26Z,-0.96,30.0
ML421E#S_TE#7,ML421E,S_TE,Meridian Star,2026-08-13T07:00:00Z,2026-08-14T09:24:26Z,2026-08-14T11:09:40Z,1.75,27.0
ML421E#S_TE#8,ML421E,S_TE,Meridian Star,2026-08-13T10:00:00Z,2026-08-14T11:09:40Z,2026-08-14T09:45:14Z,-1.41,24.0
ML421E#S_TE#9,ML421E,S_TE,Meridian Star,2026-08-13T13:00:00Z,2026-08-14T09:45:14Z,2026-08-14T11:47:39Z,2.04,21.0
ML421E#S_TE#10,ML421E,S_TE,Meridian Star,2026-08-13T16:00:00Z,2026-08-14T11:47:39Z,2026-08-14T10:17:32Z,-1.5,18.0
ML421E#S_TE#11,ML421E,S_TE,Meridian Star,2026-08-13T19:00:00Z,2026-08-14T10:17:32Z,2026-08-14T10:59:21Z,0.7,15.0
ML421E#S_TE#12,ML421E,S_TE,Meridian Star,2026-08-13T22:00:00Z,2026-08-14T10:59:21Z,2026-08-14T09:07:26Z,-1.87,12.0
ML421E#S_TE#13,ML421E,S_TE,Meridian Star,2026-08-14T01:00:00Z,2026-08-14T09:07:26Z,2026-08-14T10:12:21Z,1.08,9.0
ML421E#S_TE#14,ML421E,S_TE,Meridian Star,2026-08-14T04:00:00Z,2026-08-14T10:12:21Z,2026-08-14T10:04:39Z,-0.13,6.0
ML421E#S_TE#LATE,ML421E,S_TE,Meridian Star,2026-08-14T13:00:00Z,2026-08-14T10:04:39Z,2026-08-14T13:00:00Z,0.0,-3.0
OC202W#S_FE#0,OC202W,S_FE,Blue Ridge,2026-08-08T03:15:00Z,2026-08-11T18:20:34Z,2026-08-12T02:15:19Z,7.91,96.0
OC202W#S_FE#1,OC202W,S_FE,Blue Ridge,2026-08-08T09:15:00Z,2026-08-12T02:15:19Z,2026-08-11T23:16:10Z,-2.99,90.0
OC202W#S_FE#2,OC202W,S_FE,Blue Ridge,2026-08-08T15:15:00Z,2026-08-11T23:16:10Z,2026-08-12T11:19:42Z,12.06,84.0
OC202W#S_FE#3,OC202W,S_FE,Blue Ridge,2026-08-08T21:15:00Z,2026-08-12T11:19:42Z,2026-08-12T04:12:08Z,-7.13,78.0
OC202W#S_FE#4,OC202W,S_FE,Blue Ridge,2026-08-09T03:15:00Z,2026-08-12T04:12:08Z,2026-08-12T02:39:16Z,-1.55,72.0
OC202W#S_FE#5,OC202W,S_FE,Blue Ridge,2026-08-09T09:15:00Z,2026-08-12T02:39:16Z,2026-08-12T10:17:42Z,7.64,66.0
OC202W#S_FE#6,OC202W,S_FE,Blue Ridge,2026-08-09T15:15:00Z,2026-08-12T10:17:42Z,2026-08-12T03:29:35Z,-6.8,60.0
OC202W#S_FE#7,OC202W,S_FE,Blue Ridge,2026-08-09T21:15:00Z,2026-08-12T03:29:35Z,2026-08-12T08:34:59Z,5.09,54.0
OC202W#S_FE#8,OC202W,S_FE,Blue Ridge,2026-08-10T03:15:00Z,2026-08-12T08:34:59Z,2026-08-12T02:26:50Z,-6.14,48.0
